_id,year,month,idgeo,isoalpha3,source,indicator,area,quintile,sex,education_level,age,ethnicity,value,se,cv,sample,language,collection_en,collection_es,theme_en,theme_es,disability,migration,management,funding
6835,2013,NA,country,BOL,BOL-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.224015552684654,0.019488440298272,0.086995925348568,15658.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7146,2014,NA,country,BOL,BOL-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.169128161794748,0.017220942806946,0.101821852872998,16271.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7457,2015,NA,country,BOL,BOL-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.188478961416489,0.018070771315717,0.095876861692725,15986.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7786,2016,NA,country,BOL,BOL-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.192646363778601,0.017765951094756,0.092220536875399,17053.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
8115,2017,NA,country,BOL,BOL-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.191338295377743,0.017804167267524,0.093050725848556,16451.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
8439,2018,NA,country,BOL,BOL-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.203867715795397,0.018097750700341,0.088772028615378,16049.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
8773,2019,NA,country,BOL,BOL-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.217509593053501,0.018061228429896,0.083036468306266,17730.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
9077,2020,NA,country,BOL,BOL-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.200478813243296,0.01714577260072,0.085524112614895,16934.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
9406,2021,NA,country,BOL,BOL-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.202461364396211,0.017314433821807,0.085519693465679,18894.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
9745,2003,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.447134077441232,0.005432283127728,0.012149114553771,182555.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10082,2004,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.457674541274588,0.005371063509736,0.011735552287391,187830.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10420,2005,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.463798330878686,0.005292142443018,0.011410438741751,195456.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10759,2006,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.475859194006307,0.005217946311579,0.01096531574319,200800.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
11098,2007,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.494551336068646,0.005193018737677,0.010500464479498,196228.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
11437,2008,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.512976892198823,0.005144347113919,0.01002841880824,194165.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
11776,2009,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.520656211619405,0.005095812944382,0.009787289252792,199766.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
12115,2011,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.575335238763763,0.005051571034253,0.008780221849625,175200.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
12454,2012,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.590891702240059,0.004967204223889,0.008406285288926,177737.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
12793,2013,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.601284376465735,0.004925861014914,0.008192231841891,176885.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13132,2014,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.601884329486663,0.004866422171739,0.008085311302073,180333.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13471,2015,NA,country,BRA,BRA-PNAD,formalidad_1,Total,Total,Total,Total,Total,Total,0.587829164391243,0.004903043255154,0.008340932284692,175158.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13804,2016,NA,country,BRA,BRA-PNADC,formalidad_1,Total,Total,Total,Total,Total,Total,0.591822875462688,0.004905349197784,0.008288542740004,213002.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
14137,2017,NA,country,BRA,BRA-PNADC,formalidad_1,Total,Total,Total,Total,Total,Total,0.572318010415201,0.004907850565881,0.008575390738308,212375.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
14470,2018,NA,country,BRA,BRA-PNADC,formalidad_1,Total,Total,Total,Total,Total,Total,0.571002549614561,0.004881517175137,0.008549028683729,208674.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
14803,2019,NA,country,BRA,BRA-PNADC,formalidad_1,Total,Total,Total,Total,Total,Total,0.574107944914878,0.004855245891752,0.00845702613029,206231.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15136,2020,NA,country,BRA,BRA-PNADC,formalidad_1,Total,Total,Total,Total,Total,Total,0.572038391361167,0.004969399659783,0.008687178578973,156288.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15469,2021,NA,country,BRA,BRA-PNADC,formalidad_1,Total,Total,Total,Total,Total,Total,0.561915118479264,0.004908472026988,0.008735255318049,149984.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15802,2022,NA,country,BRA,BRA-PNADC,formalidad_1,Total,Total,Total,Total,Total,Total,0.598107842846425,0.004762360917883,0.007962378314952,171889.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
16114,2003,NA,country,CHL,CHL-CASEN,formalidad_1,Total,Total,Total,Total,Total,Total,0.593763399887241,0.019368831201872,0.032620453206699,97146.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
16426,2006,NA,country,CHL,CHL-CASEN,formalidad_1,Total,Total,Total,Total,Total,Total,0.636186853987579,0.018419480138268,0.028952940512391,104273.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
16738,2009,NA,country,CHL,CHL-CASEN,formalidad_1,Total,Total,Total,Total,Total,Total,0.599341263032412,0.018577873941359,0.030997154855253,96101.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17056,2011,NA,country,CHL,CHL-CASEN,formalidad_1,Total,Total,Total,Total,Total,Total,0.663192705955909,0.017679606961654,0.026658325405088,81732.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17374,2013,NA,country,CHL,CHL-CASEN,formalidad_1,Total,Total,Total,Total,Total,Total,0.68095800908075,0.017076979376894,0.025077874331704,91086.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17692,2015,NA,country,CHL,CHL-CASEN,formalidad_1,Total,Total,Total,Total,Total,Total,0.66800189001657,0.016943886329785,0.025365027529136,112879.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
18028,2017,NA,country,CHL,CHL-CASEN,formalidad_1,Total,Total,Total,Total,Total,Total,0.673933197002379,0.016539617286996,0.024541923977872,93971.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
18345,2020,NA,country,CHL,CHL-CASEN,formalidad_1,Total,Total,Total,Total,Total,Total,0.703667993733204,0.015931614920672,0.022640812233265,75280.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
18681,2022,NA,country,CHL,CHL-CASEN,formalidad_1,Total,Total,Total,Total,Total,Total,0.687433438153486,0.015015031074745,0.021842159897076,87943.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19005,2006,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.249563861916312,0.009902103198568,0.03967763250069,51309.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19335,2007,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.291586522949615,0.010240799102995,0.035120961693984,93682.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19604,2008,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.297284295263045,0.010543240024961,0.035465176576623,91741.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19873,2009,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.283722194726219,0.010106632404439,0.035621578404154,94103.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20140,2010,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.278940457218304,0.009847980794313,0.03530495680878,95866.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20407,2011,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.292917331861754,0.009892217858888,0.033771364077415,96955.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20675,2012,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.298893927043174,0.009817689313564,0.032846733992512,96931.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20944,2013,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.320706740207292,0.009931845091243,0.030968619757801,94697.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21275,2014,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.334715476008703,0.009979365393528,0.029814472615746,94967.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21613,2015,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.343156162570152,0.009935626399899,0.028953658665151,96099.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21951,2016,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.352038744467918,0.009969041539336,0.028318023785717,95040.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
22289,2017,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.35688069795956,0.009938246110967,0.027847530471074,93867.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
22627,2018,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.353701753361615,0.009842810717769,0.027827995265,92515.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
22965,2019,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.360882445968759,0.00991612969138,0.027477450904437,90551.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23301,2020,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.328778294491764,0.009699159386548,0.029500607397278,85463.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23637,2021,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.337376024688816,0.009766891564419,0.028949572138173,81608.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23994,2022,NA,country,COL,COL-GEIH,formalidad_1,Total,Total,Total,Total,Total,Total,0.380271989208889,0.009981755981536,0.026248990892813,103025.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
24264,2003,NA,country,CRI,CRI-EHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.59483962137159,0.037638875061925,0.063275669120925,17524.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
24534,2004,NA,country,CRI,CRI-EHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.609211662493206,0.037282127464648,0.061197330517394,17305.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
24804,2005,NA,country,CRI,CRI-EHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.601435549687298,0.036089971157006,0.06000638169089,18228.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25074,2006,NA,country,CRI,CRI-EHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.616265408817754,0.03548034838302,0.057573162269623,18717.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25344,2007,NA,country,CRI,CRI-EHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.636503559387837,0.03440173450428,0.054047984487889,19583.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25620,2008,NA,country,CRI,CRI-EHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.667080208585531,0.0333650384666,0.050016531801096,19470.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25896,2009,NA,country,CRI,CRI-EHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.663109077250144,0.032883741993383,0.049590245589382,20728.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26190,2010,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.680797831433401,0.032985590369314,0.048451374029591,17199.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26484,2011,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.671204875663527,0.032431033728183,0.048317637287904,17662.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26778,2012,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.683200092896969,0.031963527861486,0.046785016854946,16979.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
27072,2013,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.678575260966081,0.031899866942263,0.047010064730105,16690.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
27366,2014,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.686395739027366,0.031440981396836,0.04580590992798,16717.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
