_id,year,month,idgeo,isoalpha3,source,indicator,area,quintile,sex,education_level,age,ethnicity,value,se,cv,sample,language,collection_en,collection_es,theme_en,theme_es,disability,migration,management,funding
2414,2013,NA,country,ARG,ARG-EPHC,formalidad_2,Total,Total,Total,Total,Total,Total,0.504567492851817,0.015036741448919,0.029801248915049,45779.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
2634,2014,NA,country,ARG,ARG-EPHC,formalidad_2,Total,Total,Total,Total,Total,Total,0.503501529274517,0.014985941427413,0.029763447688046,49599.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
2854,2015,NA,country,ARG,ARG-EPHC,formalidad_2,Total,Total,Total,Total,Total,Total,0.517949602369955,0.014987382984269,0.02893598704525,48559.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
3074,2016,NA,country,ARG,ARG-EPHC,formalidad_2,Total,Total,Total,Total,Total,Total,0.500059189034445,0.014756925964733,0.029510358550208,47798.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
3296,2017,NA,country,ARG,ARG-EPHC,formalidad_2,Total,Total,Total,Total,Total,Total,0.490070397318798,0.014549700561775,0.029689001093266,48566.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
3516,2018,NA,country,ARG,ARG-EPHC,formalidad_2,Total,Total,Total,Total,Total,Total,0.484410244643195,0.014536681428486,0.030009029720651,47131.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
3736,2019,NA,country,ARG,ARG-EPHC,formalidad_2,Total,Total,Total,Total,Total,Total,0.468978385133415,0.014346842770301,0.030591692975828,48292.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
3952,2020,NA,country,ARG,ARG-EPHC,formalidad_2,Total,Total,Total,Total,Total,Total,0.491348420707138,0.015005729976432,0.0305398966274,33695.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
4172,2021,NA,country,ARG,ARG-EPHC,formalidad_2,Total,Total,Total,Total,Total,Total,0.484604936740956,0.01411623524353,0.029129367394529,42048.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
4392,2022,NA,country,ARG,ARG-EPHC,formalidad_2,Total,Total,Total,Total,Total,Total,0.464232015218167,0.013830724488733,0.029792698554478,42566.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
4586,2009,NA,country,BHS,BHS-LFS,formalidad_2,Total,Total,Total,Total,Total,Total,0.817085921056499,0.097318868570366,0.119104816350932,5046.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
4774,2011,NA,country,BHS,BHS-LFS,formalidad_2,Total,Total,Total,Total,Total,Total,0.798606015807625,0.100202200166865,0.125471381611784,3381.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
4966,2013,NA,country,BHS,BHS-LFS,formalidad_2,Total,Total,Total,Total,Total,Total,0.776543000711694,0.120815781414864,0.155581572822288,3444.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
5156,2014,NA,country,BHS,BHS-LFS,formalidad_2,Total,Total,Total,Total,Total,Total,0.796695129668378,0.097861555521908,0.122834384041788,3762.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
5478,2003,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.091543346573128,0.013904217358959,0.151886705909885,16787.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
5793,2006,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.11587824069988,0.014796553031181,0.127690521894473,7681.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
6097,2007,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.123031432875655,0.014972099155507,0.12169328443601,8130.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
6415,2008,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.118224821870596,0.014382936357702,0.121657500769555,7970.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
6748,2009,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.137460422809837,0.015226812130508,0.110772335914993,7846.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7107,2011,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.158551860198441,0.015907098547471,0.100327416704931,17231.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7463,2012,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.169900211076227,0.016980785432622,0.099945640591366,14941.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7822,2013,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.195945517242961,0.017352037378632,0.088555418989843,17181.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
8177,2014,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.147142174918163,0.015179220386078,0.103160228496825,17944.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
8536,2015,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.171711100867289,0.016632334523812,0.096862313733965,17043.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
8908,2016,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.168191916215777,0.015743903902395,0.093606781209369,18925.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
9286,2017,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.171270266364748,0.016133357609041,0.094198239726457,17539.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
9651,2018,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.185948689705696,0.016691775656534,0.089765492206223,16969.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10038,2019,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.195344164383088,0.016448825110587,0.084204333221488,19151.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10390,2020,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.190349157649077,0.016382245642198,0.086064187751226,17022.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10764,2021,NA,country,BOL,BOL-ECH,formalidad_2,Total,Total,Total,Total,Total,Total,0.193667782626245,0.016653466835312,0.085989866819778,19419.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
11161,2003,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.468941747299695,0.005583733659492,0.011907094413421,172853.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
11557,2004,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.478261503767309,0.005505102413578,0.011510653419131,178393.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
11951,2005,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.485609804140171,0.005427152816149,0.011175953965259,185153.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
12348,2006,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.49185504609449,0.005310410519862,0.010796698259027,193023.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
12747,2007,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.511075922994698,0.005278081811858,0.010327392808744,188529.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13146,2008,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.525326802995677,0.005200972929978,0.009900452252424,188538.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13543,2009,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.540795912597873,0.005180541352409,0.009579475790642,191474.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13941,2011,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.590614303103248,0.00509158114854,0.008620822627876,170066.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
14339,2012,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.603463707942297,0.004994334293417,0.008276113754125,173229.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
14738,2013,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.616100285499365,0.004952573302552,0.008038583034478,171845.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15137,2014,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.616818303382176,0.004892735516809,0.007932215192028,175476.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15535,2015,NA,country,BRA,BRA-PNAD,formalidad_2,Total,Total,Total,Total,Total,Total,0.62294644136198,0.004969677391979,0.007977696093927,164708.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15926,2016,NA,country,BRA,BRA-PNADC,formalidad_2,Total,Total,Total,Total,Total,Total,0.650291550445819,0.004989017464412,0.007671970304691,195999.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
16318,2017,NA,country,BRA,BRA-PNADC,formalidad_2,Total,Total,Total,Total,Total,Total,0.63481502422197,0.005030337041212,0.007924098909565,193708.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
16711,2018,NA,country,BRA,BRA-PNADC,formalidad_2,Total,Total,Total,Total,Total,Total,0.631638162375894,0.005003744151249,0.007921852176296,191366.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17104,2019,NA,country,BRA,BRA-PNADC,formalidad_2,Total,Total,Total,Total,Total,Total,0.628281708430392,0.004963971569288,0.007900869152612,190151.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17495,2020,NA,country,BRA,BRA-PNADC,formalidad_2,Total,Total,Total,Total,Total,Total,0.643727339306958,0.005102341778539,0.007926246823744,141719.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17885,2021,NA,country,BRA,BRA-PNADC,formalidad_2,Total,Total,Total,Total,Total,Total,0.635624778681412,0.005063743600954,0.007966561044801,135609.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
18277,2022,NA,country,BRA,BRA-PNADC,formalidad_2,Total,Total,Total,Total,Total,Total,0.635413569824915,0.004818865204779,0.007583824824684,164314.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
18648,2003,NA,country,CHL,CHL-CASEN,formalidad_2,Total,Total,Total,Total,Total,Total,0.635907645314647,0.019638137311218,0.030882058827113,92446.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19020,2006,NA,country,CHL,CHL-CASEN,formalidad_2,Total,Total,Total,Total,Total,Total,0.659137820873521,0.018472221351185,0.028024823892983,102298.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19391,2009,NA,country,CHL,CHL-CASEN,formalidad_2,Total,Total,Total,Total,Total,Total,0.641767192137044,0.018810256356744,0.02931009342205,90610.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19767,2011,NA,country,CHL,CHL-CASEN,formalidad_2,Total,Total,Total,Total,Total,Total,0.689962266436316,0.017647156518982,0.025576987869396,79127.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20143,2013,NA,country,CHL,CHL-CASEN,formalidad_2,Total,Total,Total,Total,Total,Total,0.696927184349981,0.017034433500088,0.02444219982031,88722.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20521,2015,NA,country,CHL,CHL-CASEN,formalidad_2,Total,Total,Total,Total,Total,Total,0.683690538068104,0.016927124697824,0.024758459793307,110526.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20916,2017,NA,country,CHL,CHL-CASEN,formalidad_2,Total,Total,Total,Total,Total,Total,0.687302168484783,0.016518304311212,0.024033540222385,92417.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21288,2020,NA,country,CHL,CHL-CASEN,formalidad_2,Total,Total,Total,Total,Total,Total,0.762102885751037,0.015460050757036,0.020286041486118,69809.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21683,2022,NA,country,CHL,CHL-CASEN,formalidad_2,Total,Total,Total,Total,Total,Total,0.712891614286036,0.014923502719476,0.02093376106608,85710.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
22050,2006,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.275546079116939,0.010742082907684,0.038984706086582,45004.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
22422,2007,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.316418597401756,0.010916416886277,0.034499921862737,84830.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
22735,2008,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.320615361166422,0.011180326448565,0.034871462202839,83315.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23045,2009,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.30810187292607,0.010786680819313,0.035010111158594,84784.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23352,2010,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.299090875108903,0.010410800889876,0.034808152826748,86998.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23665,2011,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.309602340614595,0.01033159556752,0.033370534431397,89536.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23976,2012,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.31503238604012,0.010227996022545,0.032466490671351,89940.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
24294,2013,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.334972791168035,0.010264136907312,0.030641703379911,88658.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
24675,2014,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.346257748797392,0.010233547255721,0.029554709724948,89917.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25069,2015,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.357183680118487,0.01023074923844,0.028642823868791,91500.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25465,2016,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.365752356674991,0.010247194682854,0.028016756408652,89881.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25858,2017,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.37139906580195,0.010225139311427,0.027531408269292,88955.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26254,2018,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.36976029726713,0.010161050002387,0.02748010015539,87543.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26652,2019,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.38196371563279,0.010320842802988,0.027020479643962,84552.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
27045,2020,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.361552116400633,0.01040235320398,0.028771379649326,75950.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
27434,2021,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.368750829074958,0.010419382762565,0.028255889725598,73719.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
27849,2022,NA,country,COL,COL-GEIH,formalidad_2,Total,Total,Total,Total,Total,Total,0.405129856256552,0.010418792417633,0.025717167611154,95218.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
28149,2003,NA,country,CRI,CRI-EHPM,formalidad_2,Total,Total,Total,Total,Total,Total,0.616889185295909,0.037957065103591,0.061529794991274,16964.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
28448,2004,NA,country,CRI,CRI-EHPM,formalidad_2,Total,Total,Total,Total,Total,Total,0.630917981303348,0.0375228683642,0.059473448968256,16784.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
28748,2005,NA,country,CRI,CRI-EHPM,formalidad_2,Total,Total,Total,Total,Total,Total,0.622931020995519,0.03635787745477,0.058365816164791,17693.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
29048,2006,NA,country,CRI,CRI-EHPM,formalidad_2,Total,Total,Total,Total,Total,Total,0.632640191308073,0.035637498200705,0.056331385027909,18271.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
29351,2007,NA,country,CRI,CRI-EHPM,formalidad_2,Total,Total,Total,Total,Total,Total,0.646194639529884,0.034456802791786,0.053322637923542,19369.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
29658,2008,NA,country,CRI,CRI-EHPM,formalidad_2,Total,Total,Total,Total,Total,Total,0.679774001025689,0.033345452251854,0.04905373286054,19105.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
29967,2009,NA,country,CRI,CRI-EHPM,formalidad_2,Total,Total,Total,Total,Total,Total,0.700547223814591,0.032753158931673,0.046753677437085,19594.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
30295,2010,NA,country,CRI,CRI-ENAHO,formalidad_2,Total,Total,Total,Total,Total,Total,0.712950243079879,0.032757518446401,0.045946430012972,16436.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
30622,2011,NA,country,CRI,CRI-ENAHO,formalidad_2,Total,Total,Total,Total,Total,Total,0.70517303104119,0.032264304168999,0.045753740924211,16864.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
30948,2012,NA,country,CRI,CRI-ENAHO,formalidad_2,Total,Total,Total,Total,Total,Total,0.717830157096626,0.031695037168811,0.044153950423324,16158.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
31275,2013,NA,country,CRI,CRI-ENAHO,formalidad_2,Total,Total,Total,Total,Total,Total,0.717116674703405,0.031626031158356,0.044101653571835,15734.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
31605,2014,NA,country,CRI,CRI-ENAHO,formalidad_2,Total,Total,Total,Total,Total,Total,0.726131136645854,0.031082570458736,0.042805725977146,15751.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
