_id,year,month,idgeo,isoalpha3,source,indicator,area,quintile,sex,education_level,age,ethnicity,value,se,cv,sample,language,collection_en,collection_es,theme_en,theme_es,disability,migration,management,funding
2034,2013,NA,country,ARG,ARG-EPHC,salminmes_ppp,Total,Total,Total,Total,Total,Total,958.243667795624,8543.43656033217,29093.8629467523,42369702.0152513,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
2220,2014,NA,country,ARG,ARG-EPHC,salminmes_ppp,Total,Total,Total,Total,Total,Total,891.510965937383,6775.22795173705,24868.420325633,42681087.4942522,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
2406,2015,NA,country,ARG,ARG-EPHC,salminmes_ppp,Total,Total,Total,Total,Total,Total,795.05548260236,6021.95432455143,24762.9628735813,37288102.1340507,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
2592,2016,NA,country,ARG,ARG-EPHC,salminmes_ppp,Total,Total,Total,Total,Total,Total,1101.72880692279,8956.80315017514,26901.2532804237,50679525.1184484,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
2778,2017,NA,country,ARG,ARG-EPHC,salminmes_ppp,Total,Total,Total,Total,Total,Total,983.410318736733,8023.73332083568,27328.9740381351,45899693.2167183,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
2964,2018,NA,country,ARG,ARG-EPHC,salminmes_ppp,Total,Total,Total,Total,Total,Total,972.260775379038,8285.45928330953,28595.5431904037,44006467.215206,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
3150,2019,NA,country,ARG,ARG-EPHC,salminmes_ppp,Total,Total,Total,Total,Total,Total,924.641188426269,8137.66355945023,29805.4153847496,42824756.6419627,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
3336,2020,NA,country,ARG,ARG-EPHC,salminmes_ppp,Total,Total,Total,Total,Total,Total,703.173569049022,15133.0070357759,70227.8051499178,22842593.3905575,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
3522,2021,NA,country,ARG,ARG-EPHC,salminmes_ppp,Total,Total,Total,Total,Total,Total,473.806866134817,6748.80837495037,49366.9608201345,19152221.1429016,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
3708,2022,NA,country,ARG,ARG-EPHC,salminmes_ppp,Total,Total,Total,Total,Total,Total,274.780823939022,3230.01235647421,41547.0456229007,11251450.3978311,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
3978,2007,NA,country,BLZ,BLZ-LFS,salminmes_ppp,Total,Total,Total,Total,Total,Total,533.966699354391,561.559377641583,335.931024796914,1497242.62498971,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
4086,2018,NA,country,BLZ,BLZ-LFS,salminmes_ppp,Total,Total,Total,Total,Total,Total,522.024168268007,4217.9891724765,3133.67798842054,1727377.97279884,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
4398,2003,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,246.034091898065,3419.85571624108,26499.1074243284,3629248.88958836,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
4716,2005,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,223.509250693855,4708.02270361532,40214.9545691797,1437835.00971357,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
5034,2006,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,243.518312335243,7390.25648212903,60087.6871190828,1589931.0612368,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
5346,2007,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,239.737698508277,5583.59982085449,46622.1369949481,1627818.9728712,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
5664,2008,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,231.309265670654,4590.56908970621,41017.1021640802,1515538.30867412,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
5982,2009,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,250.760129346035,4795.85453685423,40207.3622743722,1678086.78558367,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
6300,2011,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,280.581652704362,1936.63693008793,14628.8705199792,4119499.82500544,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
6618,2012,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,329.230978857886,3148.13592344006,19837.1015718584,4372187.39923273,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
6936,2013,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,373.643334911907,3323.77650791057,18786.5367454707,5697687.21407166,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7254,2014,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,423.931286760095,3603.62065354257,18307.1788224202,6727789.52088271,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7572,2015,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,468.494606338957,3332.60204633296,15141.483095258,7228871.7758101,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7908,2016,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,492.79024916736,3473.44792738087,15389.612521755,8099007.74506556,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
8244,2017,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,531.03629844147,4231.75186297262,17296.2439022939,8385594.18868925,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
8580,2018,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,534.819606788222,4437.71241671774,18144.5628764752,8223921.09358249,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
8916,2019,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,540.967938688904,5471.76625448793,22631.4252721317,9142358.16384248,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
9234,2020,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,535.91687542241,6493.18437677066,26992.683466163,8178091.51894598,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
9570,2021,NA,country,BOL,BOL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,542.528703113753,6100.31234221023,25383.9246855143,9641820.11173761,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
9909,2003,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,126.126545165892,309.872775514645,21337.1577592902,20635816.307682,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10248,2004,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,128.179790420626,309.782311453668,21356.3428303781,21731473.4881225,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10587,2005,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,138.391968664685,330.444160562102,21387.9313663552,24298308.2902707,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10926,2006,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,154.973646228282,369.376537507438,21809.3107297465,28331662.1088696,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
11265,2007,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,162.345527620556,401.036692624166,22776.0779139815,29048322.9116184,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
11604,2008,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,167.771812916334,419.015238947957,23368.22670479,30074942.9551948,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
11943,2009,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,179.224602616549,449.34819141576,23515.0786166102,32655977.1689537,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
12282,2011,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,187.536185013394,526.692333369846,26520.6210189551,30523577.008965,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
12621,2012,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,203.059532689158,571.379710002941,26958.8683296762,33693262.1400466,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
12960,2013,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,208.411128857764,577.802403841096,26626.7407718661,34310098.9104671,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13299,2014,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,209.303888677277,561.092756536089,25993.4874196809,35023866.2118122,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13638,2015,NA,country,BRA,BRA-PNAD,salminmes_ppp,Total,Total,Total,Total,Total,Total,208.938438411566,587.727590055681,26814.1024344905,32941025.261529,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13971,2016,NA,country,BRA,BRA-PNADC,salminmes_ppp,Total,Total,Total,Total,Total,Total,214.579021950606,1116.33994135498,48927.3009679728,40626460.8049301,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
14304,2017,NA,country,BRA,BRA-PNADC,salminmes_ppp,Total,Total,Total,Total,Total,Total,220.866157448958,1059.97167574209,45129.819516847,41202139.9397881,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
14637,2018,NA,country,BRA,BRA-PNADC,salminmes_ppp,Total,Total,Total,Total,Total,Total,216.923791693645,1106.125047001,48349.2555615104,39895105.3017533,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
14970,2019,NA,country,BRA,BRA-PNADC,salminmes_ppp,Total,Total,Total,Total,Total,Total,218.7621689754,1139.42196887328,49745.4867141199,39921908.2163207,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15303,2020,NA,country,BRA,BRA-PNADC,salminmes_ppp,Total,Total,Total,Total,Total,Total,221.936887472614,1626.7856287398,67699.1367946999,30157672.0173288,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15636,2021,NA,country,BRA,BRA-PNADC,salminmes_ppp,Total,Total,Total,Total,Total,Total,215.710429162837,1770.1778605243,76788.0922714002,28053141.3126271,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15969,2022,NA,country,BRA,BRA-PNADC,salminmes_ppp,Total,Total,Total,Total,Total,Total,217.490677037729,1387.60155493189,62607.8136120216,34158868.2448687,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
16281,2003,NA,country,CHL,CHL-CASEN,salminmes_ppp,Total,Total,Total,Total,Total,Total,406.162183867291,1598.30190573009,9472.76980160583,35844625.0506562,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
16593,2006,NA,country,CHL,CHL-CASEN,salminmes_ppp,Total,Total,Total,Total,Total,Total,440.311064462056,1595.6609492524,9103.75315520265,42734830.6724293,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
16905,2009,NA,country,CHL,CHL-CASEN,salminmes_ppp,Total,Total,Total,Total,Total,Total,467.054552210211,2119.93845579963,11326.536634346,40222738.0363434,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17223,2011,NA,country,CHL,CHL-CASEN,salminmes_ppp,Total,Total,Total,Total,Total,Total,491.62787443608,3385.30726841248,17658.4374504675,37139044.5185248,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17541,2013,NA,country,CHL,CHL-CASEN,salminmes_ppp,Total,Total,Total,Total,Total,Total,541.065839836962,2845.34378121607,13823.7544639478,45644314.2486461,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17859,2015,NA,country,CHL,CHL-CASEN,salminmes_ppp,Total,Total,Total,Total,Total,Total,568.268452235774,1726.9440066221,8114.97808698735,59165838.1729798,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
18195,2017,NA,country,CHL,CHL-CASEN,salminmes_ppp,Total,Total,Total,Total,Total,Total,600.296005617186,2191.15061500582,9913.20957145502,51831358.0130048,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
18513,2020,NA,country,CHL,CHL-CASEN,salminmes_ppp,Total,Total,Total,Total,Total,Total,660.999654333811,4193.37762313533,16978.2658811357,43300765.3560993,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
18849,2022,NA,country,CHL,CHL-CASEN,salminmes_ppp,Total,Total,Total,Total,Total,Total,566.427517517618,2204.35021496301,11469.8618602313,45164664.5367848,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19119,2003,NA,country,COL,COL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,400.54097678791,5611.28006325736,55326.5687254311,21380076.2589851,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19389,2004,NA,country,COL,COL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,407.817599772435,4099.90703757562,39898.7732215877,23889139.3594697,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19659,2005,NA,country,COL,COL-ECH,salminmes_ppp,Total,Total,Total,Total,Total,Total,413.70852576333,3590.77953583901,34912.8180002206,24247042.986463,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19992,2006,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,424.188349872423,5920.60068508744,56474.5513354248,18229918.5241172,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20325,2007,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,427.22998340425,3096.23290317421,30079.2344279178,34673985.4530889,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20595,2008,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,424.867722175383,3279.04082390018,31442.8265734307,33832641.584548,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20865,2009,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,439.04888424777,3147.4194616433,29918.5362896146,35615645.4901791,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21135,2010,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,444.95360907602,3170.46972652442,30485.2172936522,36967635.7492539,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21405,2011,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,447.468785376226,3134.1113787327,30455.9706404045,38100624.6684295,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21675,2012,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,458.881634115821,3190.54097156728,30676.1297220387,39211894.516831,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21945,2013,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,467.887432448306,3351.93292775367,31997.4185338749,39373195.3279574,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
22278,2014,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,475.111336961611,3572.38177737869,33888.1869704047,40420572.103346,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
22617,2015,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,473.356712147037,3417.23062838359,32866.2418064417,40946302.314143,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
22956,2016,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,471.123423510206,3396.27829987385,32872.2982759948,39963044.3992532,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23295,2017,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,483.272778471063,3653.24141078798,34637.9504791265,40472645.3786161,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23634,2018,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,495.72455693263,3842.15765167924,35778.3763885267,40817960.0178327,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23973,2019,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,507.591268506897,4039.92980429636,36393.4032474222,40453501.3261942,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
24312,2020,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,524.79847474199,4431.88326001756,37894.3714583064,37643794.593243,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
24651,2021,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,524.789288972929,4529.37424481028,38912.5256038443,36503818.151668,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25008,2022,NA,country,COL,COL-GEIH,salminmes_ppp,Total,Total,Total,Total,Total,Total,608.117110742453,4461.51454242948,33648.6714598354,54796824.7318917,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25278,2003,NA,country,CRI,CRI-EHPM,salminmes_ppp,Total,Total,Total,Total,Total,Total,524.374238439593,1957.56846079943,4701.7527439638,8564604.43643388,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25548,2004,NA,country,CRI,CRI-EHPM,salminmes_ppp,Total,Total,Total,Total,Total,Total,519.642429569933,2040.17405552597,4967.16865207358,8412491.29230765,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25818,2005,NA,country,CRI,CRI-EHPM,salminmes_ppp,Total,Total,Total,Total,Total,Total,610.111627222574,2768.67855158204,5946.69199284509,9966620.14298072,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26088,2006,NA,country,CRI,CRI-EHPM,salminmes_ppp,Total,Total,Total,Total,Total,Total,601.124704971136,3043.67947574791,6729.07906900256,9960658.32875096,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26358,2007,NA,country,CRI,CRI-EHPM,salminmes_ppp,Total,Total,Total,Total,Total,Total,622.785615949733,2868.80186551952,6288.78688702355,11110667.457791,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26634,2008,NA,country,CRI,CRI-EHPM,salminmes_ppp,Total,Total,Total,Total,Total,Total,631.694889348915,3190.36628697968,6952.15515852778,11147078.043012,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26910,2009,NA,country,CRI,CRI-EHPM,salminmes_ppp,Total,Total,Total,Total,Total,Total,638.799520508515,2976.41692589764,6425.36141596338,11612859.6918914,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
