_id,year,month,idgeo,isoalpha3,source,indicator,area,quintile,sex,education_level,age,ethnicity,value,se,cv,sample,language,collection_en,collection_es,theme_en,theme_es,disability,migration,management,funding
5467,2011,NA,country,BHS,BHS-LFS,tasa_agro,Total,Total,Total,Total,Total,Total,0.009403739115876,0.024114949139937,2.56440005861324,3381.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
5601,2013,NA,country,BHS,BHS-LFS,tasa_agro,Total,Total,Total,Total,Total,Total,0.018487322503933,0.039068694252124,2.11326947121801,3444.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
5747,2014,NA,country,BHS,BHS-LFS,tasa_agro,Total,Total,Total,Total,Total,Total,0.016961256788107,0.031398324536583,1.85117912716229,3762.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
6022,2003,NA,country,BLZ,BLZ-LFS,tasa_agro,Total,Total,Total,Total,Total,Total,0.210350472296302,0.136421364303807,0.648543180410087,6376.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
6294,2004,NA,country,BLZ,BLZ-LFS,tasa_agro,Total,Total,Total,Total,Total,Total,0.200948863054917,0.129397688372247,0.643933418707046,6768.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
6559,2005,NA,country,BLZ,BLZ-LFS,tasa_agro,Total,Total,Total,Total,Total,Total,0.195370197365421,0.126274040270784,0.646332152874886,6608.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
6802,2007,NA,country,BLZ,BLZ-LFS,tasa_agro,Total,Total,Total,Total,Total,Total,0.192079440486447,0.120141054555238,0.625475866917236,2953.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
6917,2018,NA,country,BLZ,BLZ-LFS,tasa_agro,Total,Total,Total,Total,Total,Total,0.17426926731978,0.096058799809828,0.551209064496509,3492.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7280,2003,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.363956112010243,0.023197922924255,0.063738242493374,16787.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7629,2005,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.39985327729583,0.023447797192683,0.058641002898009,7749.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
7971,2006,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.408948399473526,0.022727440222239,0.055575325032444,7681.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
8317,2007,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.376367201174933,0.022082742011527,0.058673396466507,8130.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
8668,2008,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.356371521996843,0.021334546304761,0.059866024606056,7970.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
9024,2009,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.331734047539756,0.020820939735401,0.062763951695088,7846.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
9394,2011,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.338776542901264,0.020612108283451,0.060842784765824,17231.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
9763,2012,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.306197307612729,0.020840797684656,0.068063295027449,14941.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10132,2013,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.32870958913953,0.020535320155868,0.062472531481736,17181.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10502,2014,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.348255667389521,0.020414102438006,0.058618148531588,17944.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
10871,2015,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.300092194401816,0.020212073678362,0.067352880399478,17043.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
11258,2016,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.328985103857703,0.019776639648672,0.060114088500572,18925.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
11644,2017,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.309672584008726,0.019799592548242,0.063937182594388,17539.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
12028,2018,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.310443990906746,0.01984981623913,0.063940088455738,16969.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
12419,2019,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.310823420755561,0.019202231554466,0.061778586400562,19151.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
12785,2020,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.322043374651145,0.019498769574109,0.060547029092685,17022.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13173,2021,NA,country,BOL,BOL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.271215865609064,0.018735960431091,0.069081358455989,19419.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13570,2003,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.196752664505268,0.004448146914702,0.022607810297698,172853.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
13966,2004,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.189899429980269,0.004322525346654,0.022762181788027,178393.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
14363,2005,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.188648019531684,0.004248276366886,0.022519591657695,185153.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
14760,2006,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.187056689575129,0.004142213445723,0.022144160976715,193023.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15159,2007,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.177829196710496,0.004037339334332,0.022703467197825,188529.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15558,2008,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.168923411041153,0.003902455004321,0.02310191926784,188538.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
15956,2009,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.164541719977883,0.003854392805929,0.023425018326338,191474.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
16355,2011,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.151270529828846,0.003710190100478,0.024526853344639,170066.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
16753,2012,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.141255733363404,0.003555867146338,0.025173258894846,173229.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17152,2013,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.140652334896654,0.003540415523381,0.025171395313006,171845.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17551,2014,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.142292689203976,0.003515860097387,0.024708648891628,175476.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
17949,2015,NA,country,BRA,BRA-PNAD,tasa_agro,Total,Total,Total,Total,Total,Total,0.138264627550511,0.003539515551541,0.025599573905828,164708.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
18340,2016,NA,country,BRA,BRA-PNADC,tasa_agro,Total,Total,Total,Total,Total,Total,0.098026119497336,0.003110826514491,0.031734669600743,195999.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
18731,2017,NA,country,BRA,BRA-PNADC,tasa_agro,Total,Total,Total,Total,Total,Total,0.093189515556598,0.003037098160098,0.032590556372771,193708.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19123,2018,NA,country,BRA,BRA-PNADC,tasa_agro,Total,Total,Total,Total,Total,Total,0.089987646012809,0.002968511181245,0.032987985715534,191366.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19516,2019,NA,country,BRA,BRA-PNADC,tasa_agro,Total,Total,Total,Total,Total,Total,0.089802275934188,0.002936680203332,0.032701623347324,190151.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
19906,2020,NA,country,BRA,BRA-PNADC,tasa_agro,Total,Total,Total,Total,Total,Total,0.089264178978053,0.003037820701781,0.034031800175163,141719.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20296,2021,NA,country,BRA,BRA-PNADC,tasa_agro,Total,Total,Total,Total,Total,Total,0.095531275729742,0.003092904037915,0.03237582680948,135609.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20688,2022,NA,country,BRA,BRA-PNADC,tasa_agro,Total,Total,Total,Total,Total,Total,0.087206718387463,0.002824733463913,0.032391236777915,164314.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20776,2005,NA,country,BRB,BRB-CLFS,tasa_agro,Total,Total,Total,Total,Total,Total,0.03409882646208,0.043670207266322,1.2806953141008,5879.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
20867,2016,NA,country,BRB,BRB-CLFS,tasa_agro,Total,Total,Total,Total,Total,Total,0.030157613938384,0.041272401044962,1.36855658174044,3573.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21238,2003,NA,country,CHL,CHL-CASEN,tasa_agro,Total,Total,Total,Total,Total,Total,0.131393034104899,0.013787810759089,0.104935629601802,92446.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21610,2006,NA,country,CHL,CHL-CASEN,tasa_agro,Total,Total,Total,Total,Total,Total,0.124766247054215,0.012878111614149,0.103217912842673,102298.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
21982,2009,NA,country,CHL,CHL-CASEN,tasa_agro,Total,Total,Total,Total,Total,Total,0.113722790559663,0.012454658524706,0.109517700571831,90610.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
22357,2011,NA,country,CHL,CHL-CASEN,tasa_agro,Total,Total,Total,Total,Total,Total,0.095451110366052,0.0112114376409,0.117457383134727,79127.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
22733,2013,NA,country,CHL,CHL-CASEN,tasa_agro,Total,Total,Total,Total,Total,Total,0.092035962579003,0.01071454181143,0.116416903905718,88722.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23111,2015,NA,country,CHL,CHL-CASEN,tasa_agro,Total,Total,Total,Total,Total,Total,0.095634749287152,0.010704764372368,0.111933836311172,110526.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23506,2017,NA,country,CHL,CHL-CASEN,tasa_agro,Total,Total,Total,Total,Total,Total,0.091154338162966,0.010255643392932,0.112508560751079,92417.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
23881,2020,NA,country,CHL,CHL-CASEN,tasa_agro,Total,Total,Total,Total,Total,Total,0.078294965765348,0.009753768068373,0.124577205865383,69809.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
24276,2022,NA,country,CHL,CHL-CASEN,tasa_agro,Total,Total,Total,Total,Total,Total,0.094193625186488,0.009635283990325,0.10229231512482,85710.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
24589,2003,NA,country,COL,COL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.203810020619274,0.009891029260029,0.048530632743057,55926.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
24906,2004,NA,country,COL,COL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.196815089081346,0.009737576499034,0.049475761967671,61617.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25223,2005,NA,country,COL,COL-ECH,tasa_agro,Total,Total,Total,Total,Total,Total,0.216323825066784,0.009954234281818,0.04601543209004,61695.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25602,2006,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.187847684287883,0.009390909706062,0.049992150510995,45004.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
25992,2007,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.184108078154587,0.009097178817701,0.049412165445897,84830.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26310,2008,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.175289488523123,0.009108212653248,0.051960974556935,83315.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26629,2009,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.186930955186401,0.00910801856948,0.048723971695312,84784.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
26949,2010,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.185182268835863,0.008832459154496,0.047696030565028,86998.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
27270,2011,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.175548641471342,0.008501525854094,0.048428320395077,89536.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
27591,2012,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.171602516242199,0.008301549112461,0.048376616463736,89940.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
27910,2013,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.167065770547976,0.008112357048442,0.04855786449752,88658.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
28300,2014,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.166276910515775,0.008008479340548,0.048163508184668,89917.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
28698,2015,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.159042467940368,0.007808394998763,0.049096289185416,91500.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
29094,2016,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.163352052721674,0.007865306709565,0.048149420705266,89881.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
29492,2017,NA,country,COL,COL-GEIH,tasa_agro,Total,Total,Total,Total,Total,Total,0.169475423959597,0.007939459318846,0.046847260407143,88955.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
